text,sarcasm_label
😂 Ga kebayang yg naik bis Trans Jakarta bau nya gmn ya? 😂😂😂,Sarcasm
"Aktivitas yang pasti sangat digemari oleh buruh² oligarki sebelum jadi ikan pepes
di Manggarai, Tanah Abang, n Harmoni 🙌",Sarcasm
Udah pak cukup,Non-Sarcasm
Di taman taman kang,Non-Sarcasm
😂😂😂 siga budak letik,Sarcasm
wkkwkwkw lawak lawak 😂,Sarcasm
Blunder terus😂,Sarcasm
"Besi kereta api aja ilang, apalagi alat gym,😂.",Sarcasm
langsung pasang dalam transjakarta dalam mobil dalam kreta,Non-Sarcasm
Trus bau nya minta ampun dech,Non-Sarcasm
😂😂😂,Sarcasm
Kalo bikin program untuk rakyat Jakarta yuh yg jelaaasss pak 😮😮 pusing liat nya... gimana mau dipilih rakyat kalo model kaya gini 😂😂😂,Sarcasm
"kudunya lu taro aja tiap rptra alat alat gym, kerja di Jakarta aja bikin kortisol naik pikiran Ama fisik ke kuras.",Non-Sarcasm
Calon nya lucu-lucu😂,Sarcasm
@pandji.pragiwaksono bang tlong msukkin pak RK di @standupindonesia,Non-Sarcasm
Kok Jenius amat ya idenya😂🙈,Sarcasm
Ga manuk akal,Non-Sarcasm
Yg ada pada ilang kang naro dipinggir jalan mah... jangan kan alat gym...tutup  got aje ilang diambil😢😢,Non-Sarcasm
ga kebayang gimana bau nya koridor dan di dalam tj nya 😢,Non-Sarcasm
😂 yang ada Abis olahraga masuk TJ  seketika bau minyak bawang😂,Sarcasm
Ahahahahaha,Sarcasm
Un @presiden_netizen_official liat deh,Non-Sarcasm
😂😂,Sarcasm
Sekalian dgn makanan yang ada proteinnya kang😄,Sarcasm
"Bau keringat langsung naek bis, mantab gak tuh 😂😂😂😂",Sarcasm
@tretanmuslim @husein_hadar 😍,Non-Sarcasm
Makin kesini makin kesana.,Non-Sarcasm
😂😂😂,Sarcasm
Knapa gak sepedah atau jalan kaki ajah ? Klo tujuanya keringetan,Non-Sarcasm
"Gini nih Mas, Tong Kosong",Non-Sarcasm
hahaha buang anggaran.. gak sampai sebulan raib tinggal sisa bekas baut🔥,Sarcasm
Lumayan buat bahan baku hantam😂,Sarcasm
Pagar besi dan besi gorong2 aja bisa hilang dicolong ... 😂😂😂😂 SDM belum siap boss.... Jgn buat yg aneh2 deh....,Sarcasm
😂😂😂😂😂😂,Sarcasm
LAWAK.😂😂😂,Sarcasm
gak mutu,Non-Sarcasm
Lau kenaps a?,Non-Sarcasm
Masuk busway biar bisa bau keringat ya😂😂,Sarcasm
😂 1 bus saling berbagi keringat,Sarcasm
Di kota besar china banyak di taman2nya,Non-Sarcasm
Ga msk ikil 😂,Sarcasm
Wkwkkwkwwk. Kebanyakan halusinasi,Non-Sarcasm
"Dari rumah udah rapi, wangi.. Eh disuruh ngegym dulu 😂, bedak luntur, bau keringet, kena matahari jadi lepek semuanya😂 auto badmood nyampe kerjaaan",Sarcasm
Mending sediain perpustakaan mini di halte ketimbang alat gym,Non-Sarcasm
Trus di transjakarta jadi pada bau asem keringet,Non-Sarcasm
"RK lebih cocok jadi profesional sesuai bidangnya Arsitek. Mending jadi menteri PUPR 
Buat mimpin daerah duhh gemana yaaa...",Non-Sarcasm
Program tdk punya manfaat.🔥🔥🔥,Non-Sarcasm
😂😂😂😂,Sarcasm
"Saya mau nya sambil nunggu Transjakarta ada es kopi sama cemilan gratis Pak.... Untuk modal tenaga berdiri di Tj. Atau tukang pijet aja Pak, pegel kan kaki. Atau kursi pijat aja Pak..",Non-Sarcasm
Haduh kasian yg di bus...malah pada kebau-an sama yg berkeringat,Non-Sarcasm
Mana komentnya nih para centang biru😂,Sarcasm
Klo mau hasil kerja dia coba liat bandung am jabar 😂,Sarcasm
Moda transportasinye jadi bau ketek ye Kang??? Ada-ada bae ah...,Non-Sarcasm
😂😂😂,Sarcasm
Contohin dong😂,Sarcasm
,Non-Sarcasm
Lari Aja di GBk ....atau taman2 Kota Gak usah Lu buAt sumpek trotoar...Aya Aya wae,Non-Sarcasm
"Program toyoyyyy,, trus lu Kate org lagi ngantri trans JKT lagi kepanasan berkeringat, cape trus lu suruh gym dl gtu,, wkwkwk kocakk yg ada masuk dlm bus auto di tonjok Ama penumpang gegara burket ngucur 😂😂😂 imajinasi enre Emil terlalu kocakk 😮‍💨",Sarcasm
diem aja tengah hari udah keringetan,Non-Sarcasm
Pinteran bapak GW dibanding RK....PULANGKAN DIA...JAKARTA MUAK DENGAN IDE NORAKNYA,Non-Sarcasm
"Naik Bis, bau ketek semua😂",Sarcasm
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Sarcasm
"Bau kelek atuh pa ngesang mah, sok te molo",Non-Sarcasm
Cocok buat jdi presiden Ukraina,Non-Sarcasm
Halu 😮,Non-Sarcasm
"Om.. jkt itu panas, ngga kdu ngegym jalan 200m aja udh kringetan.. kl di dago sama lembang beda",Non-Sarcasm
Gak substantif,Non-Sarcasm
Balikin ke jabar,Non-Sarcasm
Hah gimana konsepnya,Non-Sarcasm
Masyarakat mah butuh na pagawean,Non-Sarcasm
ODGJ,Non-Sarcasm
Mau ngantor hsrus ngeGym dulu gitu??😂😂😂,Sarcasm
Warga jkt dibuat tambah stress wkwk,Non-Sarcasm
"Wajar sih, Pram-Doel elektabilitasnya makin menyala 🔥, lawannya aja kek gini",Non-Sarcasm
Sangat tidak masuk di akal,Non-Sarcasm
Aneh2...hal yg tdk dibutuhkan warga DKI,Non-Sarcasm
Silahkan aja. Tp setelah pasang.  Besoknya di kiloin,Non-Sarcasm
"Alat gym di pinggir jalan, gak takut hilang? Wkwk",Non-Sarcasm
Ngegym sambil hirup polusi udara 😂🙌,Sarcasm
🥴,Non-Sarcasm
😂😂😂😂,Sarcasm
"Skemanya kaya di bandung dlu waktu nyalonin walikota, dihalte ada ayunan walaupun gak semua😂",Sarcasm
Masih bisa diobatin ngk siii model cagub beginian 😢😢😢😢😢😢,Non-Sarcasm
Semakin Gimana gitu bapak ini,Non-Sarcasm
Rakyat suka berita bodoh begini. besok pajak naik maklum semua.,Non-Sarcasm
Handrail di bis transjakarta mending dijadiin alat pull up.,Non-Sarcasm
😂😂,Sarcasm
😂😂😂blunder kuq diulang-ulang...kayak reff lagu..,Sarcasm
Idenya lain drpd yang lain😂😂😂,Sarcasm
Dharma Kun❤️,Non-Sarcasm
Ototku Keringatku 😂,Sarcasm
"Salah bgt,warga jakarta sudah di latih jdi pemenang pak.",Non-Sarcasm
😂😂😂,Sarcasm
"Kali ini saya gak setuju sama ide nya pak, agak laen soalnya. Belum siap nerima ide seperti ini 🙏🏻😂",Sarcasm
"Dongok, masuk Tj keringatan ya bau lah",Non-Sarcasm
"Emang ada yg nunggu di halte sambil ngegym? Kalo gw mah ogah keringetan,ya kali masuk bus trans jakarta nanti bau keringet,trus nggak nyaman juga badan lengker,trus nggak pD juga. Itu kalo gw sihhhhh😂",Sarcasm
Jakarta kurang berkeringat kayaknya 😂,Sarcasm
Dilarang ketawa 😂😂😂😂,Sarcasm
Nyampe kantor udah lepek basah keringet 🥴,Non-Sarcasm
Hati2 gimik buat elaktibilitas wkwkwk,Non-Sarcasm
Bro mengubah bus TJ yang indah menjadi Bus  Random di Prindapan,Non-Sarcasm
Hilang,Non-Sarcasm
"Cukup bikin tempat pedestrian yang konsisten aja. Logikanya orang naik fasum itu pedestrian, mereka cukup jalan untuk kebutuhan kardio 🙂",Non-Sarcasm
Ngantor malah mambu keringat 😂😂,Sarcasm
Harus dibanyakin parfum di tj nya pak,Non-Sarcasm
Di Korea banyak taman2 buat berolah raga gratis..,Non-Sarcasm
Ujung²nya alat gymnya karatan dan terbengkalai 😂,Sarcasm
blog,Non-Sarcasm
gak jelas,Non-Sarcasm
Makin gak waras ide si kawan ini.,Non-Sarcasm
Wkwkwkw sepertinya beliau butuh mobil curhat,Non-Sarcasm
"Gabut nyagub, ya komedi begini jadinya",Non-Sarcasm
"🙌 Yg ini begitu , yg ono begono sim sala bim, yg ujung babe sante2 aje",Non-Sarcasm
😂😂😂,Sarcasm
"Mending kasih pohon pak, orang nyari adem kalo di pinggir jalan 😂",Sarcasm
Baut di jembatan aja pada ilang apalagi alat gym di pinggir jalan😂 @mhabibulkp_18,Sarcasm
"Gapernah naik TJ tah Pak, gausah kmu kasih alat Gym, org udh bekeringat nyucur saking panasnya Jakarta dan umpeknya kota ini, apa lg pas Tj pulang atau berangkat kerja. 😂😂😂😂 LOL ah idenya gaje.",Sarcasm
"Pak Andika Perkasa aja nggak kepikiran lho bikin program gini, terlalu jauh imajinasinya",Non-Sarcasm
"Mayan @nadijahp, g perlu jadi member gym lagi",Non-Sarcasm
Lawak,Non-Sarcasm
Gua si tau lu emang jago masa itu alat ga bakal dicolongin,Non-Sarcasm
"Keknya problem jakarta itu, macet, sampah, banjir, kesenjangan sosial, psk, judi, miras... Nggak usah jauh2 liat KL sama Singapore aja pak, gmn ibu kota mereka indah. Sarana transportasi buat pekerja, keamanan dan keindahan kota. Pelancong kalau ke Jakarta nyaman, terutama warga Jakarta itu sendiri😂😂",Sarcasm
Makin ke sini makin ke sana.,Non-Sarcasm
Huaeehhh,Non-Sarcasm
Besi gorong² aja bisa ilang apalagi ini alat² gym yg berat²nya bikin ngiler maling.,Non-Sarcasm
😂😂,Sarcasm
Wkwkwk... jakarta tolak Viking🔥,Non-Sarcasm
Kok lama2 main narasinya makin mirip Dharma-Kun sih? 😂,Sarcasm
"Di Eropa tempat2 terbuka, taman ada tuh slat olahraga yg bisa di pake saat istirahat",Non-Sarcasm
Lucu bapak ini. Idenya membahana. Kalau perlu disediakan instruktur olah raga SKJ disetiap halte transjakarta. Sambil nunggu ya SKJ atau Sadbor...musikkkkk😂,Sarcasm
Bikin nyungsep & kalah di DKI,Non-Sarcasm
RK said: telat ke kantor bukan berarti telat berolahraga 💪🏾,Non-Sarcasm
"maaf yaa pak , gk dlu",Non-Sarcasm
Ilang pak😂,Sarcasm
"Ide-idenya mengalahkan Ahok, super brilian 😁😃🤣😀",Sarcasm
"Wes.. Awuren wae.. Menang"" .. 😂😂😂😂😂",Sarcasm
😂😂😂,Sarcasm
Tolol,Non-Sarcasm
"Kalau masih ngigo jgn ngecappp kang. @ridwankamil  banjir bale Endah aj g kelar"" 🔥🔥🔥",Non-Sarcasm
"Sediakan makan gratis aja lebih bermanfaat, atau kopi gratis lah, bisa santai sambil ngerokok, banyak merokok kan ""bantu"" pemerintah juga 😁",Non-Sarcasm
dicuri😂,Sarcasm
Selamat buat warga jakarta ini calon gubernurnya 👏👏👏😁😁😁,Non-Sarcasm
"Hapus minn aku lagi sedih😪 ngga pernah puas klo maen ama suami, soalnya baru 2 mnt udh keluar",Non-Sarcasm
"Pas bis dtg, sbntar pak satu set lagi",Non-Sarcasm
"Mending taru kulkas aja dengan berbagai macam minuman dingin dan snek² di dalamnya, lalu di depannya tulis gratis.😂 Dengan begitu orang² akan senang menunggu, meskipun enggak ada yg ditunggu.😂",Sarcasm
"Budaya urang mh ""ngalumayankeun"" kang. Nu di sisi jalan th asa heman weeeee",Non-Sarcasm
Lawak akhir tahun,Non-Sarcasm
"Ya ampun pak, masuk TJ aja keringetan pak, di tambah sekeringer ngegym dulu, yg ada itu deket halte baswey jadi tempat community gym... Trs mengganggu aktivitas pejalan kaki",Non-Sarcasm
"Mdh2an ga raib kalo di mlm hari...lagian program kok neko2, JKT itu cuaca panas, kecuali stlh nge-gym disediakan sembako sbg gift, spt jg dlm mobil curhat nantinya...😂",Sarcasm
JAKARTA DOWNGRADE... SALAM 58,Non-Sarcasm
Makin lawak program nya 🤣🤣🤣,Sarcasm
Kumaha?,Non-Sarcasm
Editan,Non-Sarcasm
Otw jakarta tidak jadi ibu negara Republik Indonesia,Non-Sarcasm
Program calon pemimpin koq tidak membangun sama sekali,Non-Sarcasm
"RK sudah frustasi menghadapi warga jakarta , makanya kalau bikin program ASBUN yang penting tampak WAaaahhhh . . . ! ! !",Non-Sarcasm
ngegym sambil menghirup udara jakarta yg kadar CO² nya mengkhawatirkan 😂...,Sarcasm
Jabar aje ga bener di urus die..,Non-Sarcasm
Alat gym taro pinggir jalan di gondol maling woooiii 🤣🤣🤣,Sarcasm
😂,Sarcasm
"Ini RK kayaknya sengaja pengen kalah deh, biar PKS nggk menguasai JKT lagi???",Non-Sarcasm
Keringetan pas masuk bus,Non-Sarcasm
"Sediain bensin gratis pinggir jalan, bisa lah seliter dua liter.",Non-Sarcasm
"Aku malas berkeringat, bauuu",Non-Sarcasm
"Gak nyaman pada saat kerja, masa berkeringat 😂",Sarcasm
Emang agak lain kamu nunggu trans aja sudah berkeringat,Non-Sarcasm
Keren ini,Non-Sarcasm
Boleh juga..tapi siapa juga mau keringet pas panas udara polusi...ntar nggak kepake malah dikiloin😂😂,Sarcasm
😂😂😂😂,Sarcasm
"Kalo nunggu TJ sambil nggym, yg ada malah ga bakal berangkat2 krn pasti yg antri yg masuk duluan. Cemmana nih konsep nya.",Sarcasm
Lah..kirain hal yg baru apalagi sekelas kota jakarta...klo pinggiran kota yg lg berkembang mngkin hal yg wah...😂,Sarcasm
Ngacooo😂,Sarcasm
Wes mentok jadi ngelantur 😂😂,Sarcasm
Kocak,Non-Sarcasm
Nanti tempat gym ga laku.😂😂,Sarcasm
Tidak takutkah dengan hari pembalasan Pa Mulyono ? Ingat kita semua pasti akan kembali,Sarcasm
"Ya ampunnn,, segitunyaa mulyono pengen diakhir masa masa hidupny eh pemerintahannya, dikenang dengan yg baik baikkkk😢",Non-Sarcasm
MENYALAAA TEMPO 🔥🔥🔥,Non-Sarcasm
Si paling kebalikan pokoknya wkwkw,Non-Sarcasm
"Udah mau pensiun z g kerasa udah 10th....BUY BACK INDOSAT Juga blm,ESEMKA jg ga nongol² yg ktnya sudah byk yg persen...🤭🤭",Non-Sarcasm
"Tempo, anda ini harus dapat hadiah karena satu-satunya yang paling berani. Anda siapa berani melawan negara dan seluruh alat negara? Ah saya tahu, anda adalah rakyat, tuan sesungguhnya bangsa ini.. 👏 maju terus, tempo!",Non-Sarcasm
"Tukang kayu sedang proses finishing, semprot cat dan dempul yang tebel biar kayu yang jelek dan lapuk nggak kelihatan",Non-Sarcasm
Pak saya cape dan saya kecewa dengan kepemimpinan anda. Terimakasih🔥,Non-Sarcasm
"Rakyat bisa dikelabui, tapi tidak dengan malaikat. Bersiaplah kami tuntut kalian di akhirat kelak jika di dunia kalian lolos. 😢",Non-Sarcasm
Alhamdulillaah nggak pernah percaya pencitraannya sejak dulu naik jadi Gub dki...,Non-Sarcasm
Rampas harta Mulyono dan kroni nya😂,Sarcasm
Jokowow harus diadili,Non-Sarcasm
Kirain gen z doang yang butuh validasi hehe,Sarcasm
Alhamdulillah ga pernah terhasut dr 2014,Non-Sarcasm
"Kalau utang itu milik negara, kalau keberhasilan milik @jokowi 🔥🔥🔥",Non-Sarcasm
Memoles diri sendiri. 🤣,Sarcasm
I love Tempo ❤️🔥,Non-Sarcasm
Bisa bisanya tempo malah ngebocorin ini semua wkwkw good job🔥 @tempodotco,Non-Sarcasm
@indozone.id termasuk buzzeenya nih 😂,Sarcasm
"Insfratruktur dianggap prestasi seorang Jokowi, sedangkan UTANG utk membangun insfratrukturnya itu keputusan ""bersama""",Non-Sarcasm
"udah mau pensiun masih belum puas menghambur uang rakyat utk suatu hal yg ga berguna !!!
anakpun dikorbankan agar dia selamat saat pensiun. padahal jauh dari capable !
🤮",Non-Sarcasm
Sorry yee.. gw dari dulu ga sedikitpun percaya sama sekali dgn pemberitaan pencitraan Jokowi 😂,Sarcasm
Keberhasilan Yang Dikampanyekan Menunjukkan Ketidaktercapaiannya Keberhasilan Itu Sendiri -JW-,Non-Sarcasm
"Baru kali ini mau pensiun pake acara kampanye,..bener² presiden terbalik 🤭",Non-Sarcasm
Beuh narasi Tempo diawal udah menggiring opini aja.. 😂,Sarcasm
"Politik dinasti adalah bentuk paling vulgar dari kemalasan politik. Ketika anak penguasa hanya berpegang pada nama besar keluarganya, dia membuktikan bahwa ia tak memiliki kualitas apapun selain darah yang diwarisinya. Bangsa ini tak butuh pewaris takhta, tapi pemimpin yang benar-benar layak dan berjuang.",Non-Sarcasm
awas dikatain anak abah 😂 kalau nyinyir,Sarcasm
Presiden Terbaik 🔥,Non-Sarcasm
"Barisan sakit hati ya???iya saya sakit hati,,korupsi semakin terang2an di negeri ini,,saya sakit hati kualitas pendidikan semakin memburuk di negeri ini,,😢",Non-Sarcasm
Wah ini anak Abah ya..... Ya iya ....emang mau jadi anak Mulyono?,Non-Sarcasm
ADILI JOKOWI,Non-Sarcasm
Oalah mul mul,Non-Sarcasm
"Gak rela, sumpah",Non-Sarcasm
"Alhamdulillah sejak gempar trend kemeja kotak2 pas dia jadi walikota solo, sy minoritas yg tidak tergiur dengan janji palsunya, waktu itu sudah merasa ada yg janggal, orang sperti dia kok bisa jd walikota eh malah jadi presiden 😢",Non-Sarcasm
Pencitraan yang tiada manfaat,Non-Sarcasm
Tiap hari makin naksir dan cinlok sama TEMPO. 🫵🏻,Non-Sarcasm
"Seolah beliau tidak akan menanggung dosa yang diperbuat pada rakyat,. Membayangkan dosa sendiri saja g kuat, ini menanggung 280 jt rakyat, nauzubillah 😢",Non-Sarcasm
"Pencitraan mulu, udah ngalah2in satelit ya?",Non-Sarcasm
"Apakah semua informasi tentang keberhasilan pemerintah dianggap propaganda? Setiap pemerintahan, termasuk sebelum Jokowi, pasti mengkomunikasikan hasil pekerjaannya kepada masyarakat sebagai bentuk akuntabilitas. Sebaliknya, yang penting bagi kita adalah bagaimana menyaring informasi dengan kritis, bukan langsung menganggap semuanya sebagai hasil manipulasi.
Kalau semua yang disampaikan adalah propaganda, lalu bagaimana dengan pencapaian yang diakui oleh lembaga-lembaga independen, baik nasional maupun internasional? Tentu saja tidak semuanya disetting atau dibuat-buat.
Dan terkait penggunaan dana untuk kampanye, apakah pemerintah manapun mampu menggunakan anggaran negara untuk melaporkan hasil kerja kepada publik? Yang lebih penting adalah mengawasi penggunaan dana tersebut dengan transparan, bukan menolak semua pencapaian hanya karena ada anggapan nepotisme atau konflik kepentingan.",Sarcasm
Kasian haus validasi 🥴🤢,Non-Sarcasm
"Sebelum naik jd gubernur jakarta juga udah ragu, apalagi ada momen ketika di wawancara ditanya soal obligasi, malah celingak celinguk. Masih ingat sampai sekrang saya 😂.",Sarcasm
@medhioen.ae oh wingi ki termasuk program iki yo ?,Non-Sarcasm
"Kemarin pas lihat video di salah satu you tube kementrian jadi mikir ini mungkin menterinya yang caper, biar tetap diingat sebelum pensiun. Oooh ternyata yang di atas lagi yang minta dikenang.",Non-Sarcasm
Harusnya tu duit diakhir jabatan buat bangun sekolah kek atau apa kek yg bikin rakyat seneng dan sejahtera. Bukan malah buat byr buzzer dan influenser untuk pencitraan. Apa ga capek pencitraan mulu? Perilaku baik mah harusnya dirasakan bukan malah digaungkan.,Non-Sarcasm
Mulyono oh Mulyono. Dosa apa lah bagi negara ini sampai harus punya pemimpin kayak anda. Syukur gak pernah vote ini orang dari dulu!,Non-Sarcasm
"Bener... pas waktu closing PON aja video meng-elu²kan pemerintahan mulyono di tayangin. Trus terkesan memaksa, ga natural, ga pas la pokoknya. Aneh bener",Non-Sarcasm
"Alhamdulillah belum pernah penerima, kalaupun menerima, pasti lsg sy delete",Sarcasm
"Mau dong jadi bajer Pakde, biar bisa beli rumah di Kemang juga kayak…. kayak siapa tuh, eaaaa eaaaaa 😂",Sarcasm
Gini ya tempo setelah proposal tak diterima kominfo wkwkekeklekeke😂,Sarcasm
Adili Jokowi saat lengser 20 Oktober nanti,Non-Sarcasm
hahahaha🔥🔥🔥,Sarcasm
“presiden terbaik sepanjang masa” atau “jangan pensiun dulu bapak 🥹”,Non-Sarcasm
Semakin nyata 🔥🔥 @rn.nwtz @ari_eko_primanto @tama.kuri91,Non-Sarcasm
"Kenapa backsoundnya Rayuan perempuan gila, ya? @tempodotco",Non-Sarcasm
"Terbaik mnrt kelompoknya.. terbaik pula,utangnya🔥🔥",Non-Sarcasm
Mulyono mulyono,Non-Sarcasm
Dari pencitraan gorong2 menuju akhir dg pencitraan,Non-Sarcasm
"APBN, Angaran Pencitraan Belanja Ndoro😂",Sarcasm
Termasuk beberapa lomba foto yg dasar temanya 10 tahun @n0maden 🤣,Sarcasm
Pantes si Budi Botak rajin bener nyebokin..,Non-Sarcasm
rakyat kecil miskin bayar pajak uang nya buat bayar  influencer yg tambah kaya,Non-Sarcasm
"belum juga gajian masuk rekening udah potomg pajak duluan.,",Non-Sarcasm
"Demi Allah penguasa seluruh alam semesta ini, saya akan menuntut dia di dunia dan d akhirat kelak, atas apa yg dia lakukan kpd negara, saudara dan warga, atas kebijakan dan sifat mengacak acak nya",Non-Sarcasm
Masukin list yang sudah terpantau benar,Non-Sarcasm
"ga rela. tapi ya udah, biar nanti hisab akhirat aja yang menakar",Non-Sarcasm
TEMPO The only one hope... 🔥🔥🔥🔥,Non-Sarcasm
Cuma majalah tempo yg apa adanya,Non-Sarcasm
"Pngen bgt d puja,bkin sekte aja pak",Non-Sarcasm
Beliau memang Presiden terbaik Indonesia kok. Love u Pak Jokowi❤️🫰🇲🇨,Non-Sarcasm
Nikel dan tambang habis habisan. Indonesia Emas tinggal kenangan 😂😂,Sarcasm
"Gajah Mati Meninggalkan Gading,
Manusia Mati Meninggalkan Hutang.",Non-Sarcasm
Lagi nunggu komenan “anak abah sakit hati” di setiap pengkritik rezim 🙏,Non-Sarcasm
"Presiden siapapun, pasti ada kekurangan dan kelebihannya. Tapi, kalau memang disetting kaya gini apalagi duitnya pakai pajak, hmmm.",Sarcasm
Bener bener dah tukang kayu yg satu ini,Non-Sarcasm
gw doain anak cucu nya ga bahagia,Non-Sarcasm
"Gw suka dia karena dia suka musik2 cadas, selain itu no🙌",Non-Sarcasm
Nyala terus TEMPO🔥🔥🔥,Non-Sarcasm
Style of gorong2 mulai digencarkan 😂😂😂,Sarcasm
"Sdhlah pak @jokowi , rakyat sdh hapal trik nya, gk ada yg percaya. Lbh baik istirahat.",Non-Sarcasm
Situ yg buat propaganda min. Kan alatnya kebo merah,Non-Sarcasm
Presiden terburuk sejauh ini,Non-Sarcasm
"Sudah tidak rispek sejak mulai  bangun dinasti politik dengan cara"" kotor itu Pak. Semua terlihat sebagai pencitraan saja sekarang",Non-Sarcasm
Prestasi hasil polesan,Non-Sarcasm
SAYA AKUI KALAU BERHASIL PINDAH KE IKN. WKWKWK,Non-Sarcasm
"tak respek. pujian setinggi awang, jatuh berdebam berkalang tanah.",Non-Sarcasm
Mau kayak gmna ajaa yg pnting 10 tahun ada hasilnya dan gak cuma mangkrak.. Kalo cuma modal bacot doank apa yg udah lu kasih buat negara ini???? Dn lu bacot tapi cuma penikmat hasilnya ajaaa😂😂😂😂😂,Sarcasm
semoga mulyono jawir masuk neraka amin,Non-Sarcasm
"Jika mesin waktu itu memang ada, atau kekuatan timetravel seperti Hanagaki Takemichi itu benar-benar nyata. Saya ingin kembali ke masa lalu untuk menghalangi seseorang yang akan masuk gorong-gorong.",Non-Sarcasm
"Mulyono jdi presiden terbaik republik ini ... dia manusia biasa yg pasti punya kekurangan , karya jga tdk boleh kita pungkiri, Tempo hnya mau cari kesalahannya saj tnp mau liat keberhsilannya, semua presiden sebelumnya jga punya hal sama , asa kekurangan ada ke berhsilannya .... ayooo masyarakat jgn mau dibodoh2in majalah tempo ... indonesia saat ini msuk negara menengah keatas ... liat trans sumatera, trans kakimantan, trans sulawesi, tran papua, semua sdh tembus dan jalan nya dnagat mulus, apakah tempo secara objektif mau melihat ini? TIDAK AKAN",Sarcasm
Tunggu akan ada pembalasan dimana Pemimpin akan mendapatkan pahala karna memakmurkan rakyatnya atau pembalasan hina didunia atau akhirat...,Non-Sarcasm
